初期値データ, 得意先コード１, 得意先コード２, 状態, 得意先名1, 得意先名2, 得意先名(フリガナ)1, 得意先名(フリガナ)2, 略称, 郵便番号１, 郵便番号２, 住所１, 住所２, 住所(フリガナ), 地区, TEL, FAX, 代表者氏名, ご担当者１, ご担当者２, ご担当者３, 窓口ご担当, キーマン, 営業時間(午前開始時間), 営業時間(午前開始時間), 営業時間(午前終了時間), 営業時間(午前終了時間), 営業時間(午後後開始時間), 営業時間(午後開始時間), 営業時間(午後終了時間), 営業時間(午後終了時間), 休日, 業種, 業態, 請求先コード１, 請求先コード２, 請求先名, 紹介口座先コード, 紹介口座先名, 契約担当１, 契約担当２, 回収条件, 与信限度,資本金, 取引区分, 締日, 集金日(月) , 集金日(日), 集金方法, 振込銀行, 振込名義, 口座名義, 契約年月日(年), 契約年月日(月), 契約年月日(日), 契約終了日(年), 契約終了日(月), 契約終了日(日), 契約期間, 契約更新日(年), 契約更新日(月), 契約更新日(日), 伝票発行, 納品書コメント, 請求書発行, 丸め, 消費税(課税単位), 消費税(端数区分), 設備情報等・その他, Email, URL, 代表者携帯, 直通TEL, 業態, 施設, 創業日(年), 創業日(月), 創業日(日), 取引履歴, 重要事項, お振込先口座名, 銀行/支店名, 口座番号, 巡回開始日(年), 巡回開始日(月), 巡回開始日(日), 納品書コメント(効果), 請求書送付(郵送), 経理会計窓口, 略称(フリガナ), 代表者役職, 振込銀行, 住所３, 親会社名, 親会社TEL, 親会社住所, 得意先名2, 得意先名2(フリガナ), ご担当者役職１, ご担当者役職２, ご担当者役職３, ご担当者備考, ご担当者備考, 請求書コメント, 得意先１伝票印字, 得意先２伝票印字, 親会社代表者氏名, 代行フラグ,伝票発行パターン,請求書発効パターン,担当支店,課税区分,請求先２コード１,請求先２コード２,請求先２名,口座ID ,紹介口座先CD2
,95,,取引中,オーツカ舟山薬局,,ｵｰﾂｶﾌﾅﾔﾏ,,ｵｰﾂｶ舟山薬局,603,8827,京都市北区西賀茂水垣町30              ,c,,京都市内,075-494-2261,075-494-2321,,,,,,,,,,,,,,,,その他,,95,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,97,,取引中,魚重産業 株式会社,,ｳｵｼﾞｭｳｻﾝｷﾞｮｳｶﾌﾞｼｷｶﾞｲｼｬ,,魚重産業㈱,520,54,大津市逢坂1-12-21,c,,滋賀県,077-522-3175,077-525-4935,今井博司,,,,,,,,,,,,,,,その他,,97,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,98,,取引中,有本機業株式会社,,ｱﾘﾓﾄｷｷﾞｮｳ,,有本機業㈱,601,8153,京都市南区上鳥羽塔ノ森下河原町1        ,,,京都市内,075-681-4421,075-661-3664,,,,,,,,,,,,,,,,その他,,98,,,,,,,,,,掛売上,20日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,99,,取引中,株式会社 エーワン運送,,ｴｰﾜﾝｳﾝｿｳ,,㈱エーワン運送    s,617,833,長岡京市神足大張11番地,s,,京都市外,075-953-0417,075-955-1269,山崎 興二,,,,,,,,,,,,,,,その他,,99,,,,,,,,,,掛売上,20日,翌月,末日,訪問集金,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,101,,取引中,やくら施術院,,ﾔｸﾗｾｼﾞｭﾂｲﾝ,,やくら施術院,601,8213,京都市南区久世中久世町1丁目82-3,c,,京都市内,075-888-0345,,,,,,,,,,,,,,,,,その他,,101,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,102,,取引中,山本 喜和,,ﾔﾏﾓﾄﾖｼｶｽﾞ,,山本 喜和,615,8271,京都市西京区山田弦馳町14-1        ,c,,京都市内,075-381-4048,,,,,,,,,,,,,,,,,その他,,102,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,103,0,取引中,京都紙商事 株式会社,,ｷｮｳﾄｶﾐｼｮｳｼﾞ,,京都紙商事,601,8355,京都市南区吉祥院石原堂ノ後町１番地      ,,,京都市内,075-661-1701,,三宅　幹一,,,,,,,,,,,,,,,その他,,103,0,,,,,,,,,掛売上,20日,翌月,10日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,103,1,取引中,京都紙商事 株式会社,十条倉庫,ｷｮｳﾄｶﾐｼｮｳｼﾞ,,京都紙商事,601,8355,京都市南区吉祥院石原堂ノ後町１番地      ,,,京都市内,075-661-1701,,三宅　幹一,,,,,,,,,,,,,,,その他,,103,0,,,,,,,,,掛売上,20日,翌月,10日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,105,,取引中,和らく,,ﾜﾗｸ,,和らく,607,8080,京都市山科区竹鼻竹ノ街道町72,c,,京都市内,075-582-3477,,,,,,,,,,,,,,,,,その他,,105,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,107,,取引中,株式会社 シ ガ 技 研,,ｼｶﾞｷﾞｹﾝ,,シガ技研,520,3252,滋賀県湖南市岩根1656-10,c,,滋賀県,,,,,,,,,,,,,,,,,,その他,,107,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,111,,解約,不破電機 株式会社×,,ﾌﾜﾃﾞﾝｷﾊﾞﾂ,,不破電機㈱×,615,65,京都市右京区西院日照町１０番地          ,×,,京都市内,075-321-5777,075-321-5714,,,,,,,,,,,,,,,,その他,,111,,,,,,,,,,掛売上,20日,翌月,10日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,112,,取引中,太陽精工 株式会社,,ﾀｲﾖｳｾｲｺｳ,,太陽精工㈱,601,8344,京都市南区吉祥院蒔絵町２１番地          ,,,京都市内,075-681-1416,075-681-8508,,,,,,,,,,,,,,,,その他,,112,,,,,,,,,,掛売上,20日,翌月,20日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,120,,取引中,中國料理  一  楽,,ｲﾁﾗｸ,,中國料理一楽,617,823,長岡京市長岡２丁目1-23              ,長岡ショップセンタ－内        ｃ,,京都市外,075-951-6170,,,,,,,,,,,,,,,,,その他,,120,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,123,,取引中,富国生命 山科営業所,,ﾌｺｸｾｲﾒｲﾔﾏｼﾅｴｲｷﾞｮｳｼｮ,,富国生命山科,607,8035,京都市山科区四ノ宮神田町4,古橋山科ビル4F　　　　　　c,,京都市内,075-594-1270,075-594-1290,,,,,,,,,,,,,,,,その他,,123,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,126,,取引中,サイクルショップ栄輪 今出川店,,ｴｲﾘﾝｲﾏﾃﾞｶﾞﾜﾃﾝ,,ｻｲｸﾙｼｮｯﾌﾟ栄輪今出川,606,8203,京都市左京区田中関田町28-4,c,,京都市内,075-758-0292,,,,,,,,,,,,,,,,,その他,,126,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,128,,取引中,ｻｲｸﾙｼｮｯﾌﾟｴｲﾘﾝ同志社前店,,ｴｲﾘﾝﾄﾞｳｼｼｬﾏｴﾃﾝ,,エイリン同志社前店,602,33,京都市上京区今出川町313,c,,京都市内,075-432-7874,075-432-7874,,,,,,,,,,,,,,,,その他,,128,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,129,,取引中,ｻｲｸﾙｼｮｯﾌﾟｴｲﾘﾝ熊野店,,ｴｲﾘﾝｸﾏﾉﾃﾝ,,ｻｲｸﾙｼｮｯﾌﾟｴｲﾘﾝ熊野店,606,8392,京都市左京区聖護院山王町11-1,c,,京都市内,075-761-3331,,,,,,,,,,,,,,,,,その他,,129,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,130,,取引中,日本ﾊﾑｶｽﾀﾏｰ・ｺﾐｭﾆｹｰｼｮﾝ株式会社 洛西店,,ﾆｯﾎﾟﾝﾊﾑｶｽﾀﾏｰｺﾐｭﾆｹｰｼｮﾝﾗｸｻｲﾃﾝ,,日本ハム㈱,610,1143,京都市西京区大原野東境谷町2-5-5    ,洛西高島屋1F　　　　c　,,京都市内,,075-333-8037,,,,,,,,,,,,,,,,その他,,130,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,131,,取引中,葵源商事 株式会社,,ﾊﾂｹﾞﾝｼｮｳｼﾞ,,葵源商事 株式会社,601,8213,京都市南区久世中久世町1丁目70番地,c,,京都市内,075-933-1105,075-922-5545,,,,,,,,,,,,,,,,その他,,131,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,132,,取引中,有限会社 酒のやまもと,,ﾕｳｹﾞﾝｶﾞｲｼｬｻｹﾉﾔﾏﾓﾄ,,酒のやまもと,606,8387,京都市左京区法林寺門前町36-3,リバーサイド松家101　　　　　c,,京都市内,075-761-0124,,,,,,,,,,,,,,,,,その他,,132,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,133,,取引中,サイクルショップエイリン 北大路店,,ｻｲｸﾙｼｮｯﾌﾟｴｲﾘﾝｷﾀｵｵｼﾞﾃﾝ,,エイリン,603,8141,京都市北区小山西上総町20-1,c,,京都市内,075-493-0950,,,,,,,,,,,,,,,,,その他,,133,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,134,,取引中,日本メカテクノ株式会社,,ﾆﾎﾝﾒｶﾃｸﾉ,,日本メカテクノ,617,833,長岡京市神足七の坪19番地              ,,,京都市外,075-956-6116,075-956-6090,,,,,,,,,,,,,,,,その他,,134,,,,,,,,,,掛売上,20日,翌月,25日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,135,0,取引中,外村会計事務所,,ﾄﾉﾑﾗｶｲｹｲｼﾞﾑｼｮ,,外村会計事務所,600,8102,京都市下京区河原町五条上ル御影堂前町８４,c,,京都市内,075-341-2258,075-341-7594,外村　弘樹,,,,,,,,,,,,,,,その他,,135,0,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,135,1,取引中,外村会計事務所,,ﾄﾉﾑﾗｶｲｹｲｼﾞﾑｼｮ,,外村会計事務所,600,8102,京都市下京区河原町五条上ル御影堂前町８４,c,,京都市内,075-341-2258,075-341-7594,外村　弘樹,,,,,,,,,,,,,,,その他,,135,0,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,136,,取引中,ゆきくら食堂,,ﾕｷｸﾗｼｮｸﾄﾞｳ,,ゆきくら食堂,612,8018,京都市伏見区桃山町丹後３３番地          ,c,,京都市内,075-611-2982,,,,,,,,,,,,,,,,,その他,,136,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,138,,取引中,株式会社 オノマシン京滋営業所,,ｵﾉﾏｼﾝｹｲｼﾞｴｲｷﾞｮｳｼｮ,,オノマシン京滋   r,612,8401,京都市伏見区深草下川原町１２３番地      ,r,,京都市内,075-642-3545,,,,,,,,,,,,,,,,,その他,,138,,,,,,,,,,掛売上,20日,翌月,15日,訪問集金,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,139,,取引中,京大病院前 オーツカ調剤薬局,,ｵｰﾂｶﾁｮｳｻﾞｲﾔｯｷｮｸｷｮｳﾀﾞｲﾋﾞｮｳｲﾝﾏｴ,,ｵｰﾂｶ調剤薬局,606,8397,京都市左京区聖護院川原町２番地          ,c,,京都市内,075-771-5211,075-752-3125,,,,,,,,,,,,,,,,その他,,139,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,140,0,取引中,株式会社 京阪装美,,ｹｲﾊﾝｿｳﾋﾞ,,㈱京阪装美,606,8351,京都市左京区岡崎徳成町10-4　         ,①,,京都市内,075-751-0425,075-752-0460,植西雅史,,,,,,,,,,,,,,,その他,,140,0,,,,,,,,,掛売上,末日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,140,1,取引中,株式会社 京阪装美,国際交流会館,ｹｲﾊﾝｿｳﾋﾞ,,㈱京阪装美,606,8351,京都市左京区岡崎徳成町10-4　         ,①,,京都市内,075-751-0425,075-752-0460,植西雅史,,,,,,,,,,,,,,,その他,,140,0,,,,,,,,,掛売上,末日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,140,2,取引中,株式会社 京阪装美,京都製作所,ｹｲﾊﾝｿｳﾋﾞ,,㈱京阪装美,606,8351,京都市左京区岡崎徳成町10-4　         ,①,,京都市内,075-751-0425,075-752-0460,植西雅史,,,,,,,,,,,,,,,その他,,140,0,,,,,,,,,掛売上,末日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,140,3,取引中,株式会社 京阪装美,住実,ｹｲﾊﾝｿｳﾋﾞ,,㈱京阪装美,606,8351,京都市左京区岡崎徳成町10-4　         ,①,,京都市内,075-751-0425,075-752-0460,植西雅史,,,,,,,,,,,,,,,その他,,140,0,,,,,,,,,掛売上,末日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,140,4,取引中,株式会社 京阪装美,三善工芸,ｹｲﾊﾝｿｳﾋﾞ,,㈱京阪装美,606,8351,京都市左京区岡崎徳成町10-4　         ,①,,京都市内,075-751-0425,075-752-0460,植西雅史,,,,,,,,,,,,,,,その他,,140,0,,,,,,,,,掛売上,末日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,140,5,取引中,株式会社 京阪装美,アデアム岡崎,ｹｲﾊﾝｿｳﾋﾞ,,㈱京阪装美,606,8351,京都市左京区岡崎徳成町10-4　         ,①,,京都市内,075-751-0425,075-752-0460,植西雅史,,,,,,,,,,,,,,,その他,,140,0,,,,,,,,,掛売上,末日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,141,,取引中,株式会社 和光製作所,,ﾜｺｳｾｲｻｸｼｮ,,和光製作所,573,94,大阪府枚方市南中振3丁目2番1号,c,,大阪府,072-802-0070,072-802-0080,,,,,,,,,,,,,,,,その他,,141,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,142,,取引中,有限会社 囀,,ｻｴｽﾞﾘ,,有限会社 囀,606,8042,京都市左京区修学院泉殿町4-2          ,c,,京都市内,075-722-0461,,,,,,,,,,,,,,,,,その他,,142,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,143,,取引中,株式会社 ウイングスインターナショナル,,ｳｲﾝｸﾞｽｲﾝﾀｰﾅｼｮﾅﾙ,,ｳｲﾝｸﾞｽｲﾝﾀｰﾅｼｮﾅﾙ,600,8887,京都市下京区西七条名倉町25-1,c,,京都市内,075-323-4155,075-323-4166,,,,,,,,,,,,,,,,その他,,143,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,144,,取引中,京寿楽庵 株式会社,,ｷｮｳｼﾞｭﾗｸｱﾝ,,京寿楽庵,613,22,京都府久世郡久御山町佐古外屋敷72番地,ｃ,,,0774-46-2626,0774-46-5177,,,,,,,,,,,,,,,,その他,,144,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,151,,取引中,有限会社中村商店,自宅,ﾅｶﾑﾗｼｮｳﾃﾝ,,中村商店,615,8012,京都市西京区桂後水町1-1,c,,京都市内,075-381-5205,075-381-4465,,,,,,,,,,,,,,,,その他,,151,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,153,,取引中,株式会社 横　山,,ﾖｺﾔﾏ ,,横山,605,86,京都市東山区大和大路三条2丁目弁財天町23,c,,京都市内,075-541-1321,075-541-1324,横山 まり子,,,,,,,,,,,,,,,その他,,153,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,155,,取引中,株式会社　デグナー,,ﾃﾞｸﾞﾅｰ,,デグナー,607,8462,京都市山科区上花山花ノ岡町39番地6,,,京都市内,075-501-7137,075-501-7397,,,,,,,,,,,,,,,,その他,,155,,,,,,,,,,掛売上,20日,翌月,20日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,156,,取引中,ヘアーズ・Ｋ,,ﾍｱｰｽﾞｹｲ,,ヘアーズ・Ｋ,601,8342,京都市南区吉祥院東前田町6-1,c,,京都市内,075-671-0881,,,,,,,,,,,,,,,,,その他,,156,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,157,0,取引中,山川内科医院,,ﾔﾏｶﾜﾅｲｶｲｲﾝ,,山川内科医院,606,8103,京都市左京区高野西開町41番地,デ.リ－ド北大路1F ,,京都市内,075-712-7123,,,,,,,,,,,,,,,,,その他,,157,0,,,,,,,,,掛売上,20日,翌月,10日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,157,1,取引中,山川内科医院,,ﾔﾏｶﾜﾅｲｶｲｲﾝ,,山川内科医院,606,8103,京都市左京区高野西開町41番地,デ.リ－ド北大路1F ,,京都市内,075-712-7123,,,,,,,,,,,,,,,,,その他,,157,0,,,,,,,,,掛売上,20日,翌月,10日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,158,,取引中,由利ロール 株式会社,,ﾕﾘﾛｰﾙ,,由利ロール,615,37,京都市右京区西院南井御料町6-4        ,,,京都市内,075-322-5011,,,,,,,,,,,,,,,,,その他,,158,,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,159,,取引中,東邦電気産業株式会社,,ﾄｳﾎｳﾃﾞﾝｷｻﾝｷﾞｮｳ,,東邦電気産業㈱,604,8872,京都市中京区壬生御所ノ内町32番地      ,c,,京都市内,075-811-7131,,,,,,,,,,,,,,,,,その他,,159,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,161,,取引中,有限会社ブロウアップ　ファラミユキ　本店,,ﾌﾞﾛｳｱｯﾌﾟﾌｧﾗﾐﾕｷﾎﾝﾃﾝ,,ブロウアップ　本店,604,8211,京都市中京区新町六角東南角玉蔵町115-5,c,,京都市内,075-222-0147,075-222-0147,吹上　幸,,,,,,,,,,,,,,,その他,,161,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,162,,取引中,有限会社ブロウアップ　ファラミユキ　四条店,,ﾌﾞﾛｳｱｯﾌﾟﾌｧﾗﾐﾕｷｼｼﾞｮｳﾃﾝ,,ブロウアップ　四条,600,8493,京都市下京区四条通新町西入ﾙ郭巨山町21,c,,京都市内,075-222-2663,075-222-2663,,,,,,,,,,,,,,,,その他,,162,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,163,,取引中,宮下,,ﾐﾔｼﾀ,,宮下,615,916,京都市右京区梅津中村町12-17,c,,京都市内,075-882-6398,,,,,,,,,,,,,,,,,その他,,163,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,169,,取引中,三菱電機ライフサービス㈱京都支店 ｸﾞﾙｰﾌﾟﾎｰﾑ今里,,ﾐﾂﾋﾞｼﾃﾞﾝｷﾗｲﾌｻｰﾋﾞｽ ｲﾏｻﾄ,,三菱電機LS　GH今里,617,814,長岡京市今里畔町21番1号,F,,京都市外,075-954-3664,075-954-3665,,,,,,,,,,,,,,,,その他,,169,,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,173,,取引中,三菱電機労働組合 京都支部,,ﾐﾂﾋﾞｼﾃﾞﾝｷﾛｳﾄﾞｳｸﾐｱｲｷｮｳﾄ,,三菱電機労組,617,8550,長岡京市馬場図所  １番地                ,三菱電機㈱京都製作所内      m,,京都市外,075-953-0888,075-952-2421,,,,,,,,,,,,,,,,その他,,173,,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,174,,取引中,三菱電機ライフサービス㈱京都支店 ﾌｰﾄﾞｻｰﾋﾞｽ課,青風荘,ﾐﾂﾋﾞｼﾃﾞﾝｷﾗｲﾌｻｰﾋﾞｽｾｲﾌｳｿｳ,,三菱電機LS青風荘,617,8550,長岡京市馬場図所１番地                  ,三菱電機㈱京都製作所内 ,,京都市外,075-958-3524,075-958-3785,宮本　大邦,,,,,,,,,,,,,,,その他,,174,,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
